title,genre_ids,year,original_language,TMDb_Rating
Decoys,"[27, 878, 53]",2004,en,4.7
The Visit,"[27, 53]",2015,en,6.0
Redacted,"[18, 10752]",2007,en,6.2
Fascination,"[10749, 53]",2004,de,3.8
Area 51,"[27, 53, 878]",2015,en,4.2
Sleep Tight,[53],2011,es,7.0
The Cottage,"[27, 35, 80, 53]",2008,en,6.3
Dead Like Me: Life After Death,"[18, 14, 35]",2009,en,5.8
Farce of the Penguins,"[35, 99]",2006,en,3.2
Flying By,[18],2009,en,7.0
Rudderless,"[10402, 18, 35]",2014,en,7.4
Henry & Me,"[10751, 16]",2014,en,3.0
Christmas Eve,"[10749, 35]",2015,en,6.1
We Have Your Husband,"[10770, 80, 18, 53]",2011,en,5.0
Dying of the Light,"[53, 18]",2014,en,4.5
Born Of War,"[28, 53, 10752]",2013,en,4.1
Capricorn One,"[18, 28, 53, 878]",1977,en,6.4
Should've Been Romeo,"[35, 18]",2012,en,0.0
Running Forever,[10751],2015,en,0.0
Yoga Hosers,"[35, 14, 27, 53]",2016,en,4.7
Navy Seals vs. Zombies,"[27, 28]",2015,en,3.5
I Served the King of England,"[35, 18]",2006,cs,7.0
Soul Kitchen,"[18, 35]",2009,de,7.1
Sling Blade,[18],1996,en,7.4
The Awakening,"[27, 53]",2011,en,6.3
Hostel,[27],2005,en,5.7
A Cock and Bull Story,"[35, 18]",2005,en,6.2
Take Shelter,"[53, 18]",2011,en,7.1
Lady in White,"[27, 53]",1988,en,6.3
Driving Lessons,"[18, 35]",2006,en,6.3
Let's Kill Ward's Wife,[35],2014,en,5.5
The Texas Chainsaw Massacre 2,[27],1986,en,5.9
Pat Garrett & Billy the Kid,[37],1973,en,7.2
Only God Forgives,"[18, 53, 80]",2013,en,5.6
Camping Sauvage,"[18, 10749]",2005,fr,4.8
Without Men,"[35, 10749]",2011,en,4.6
Dear Frankie,"[18, 10751]",2004,en,7.0
All Hat,"[28, 35, 18, 37]",2007,en,1.0
The Names of Love,"[18, 35, 10749]",2010,fr,7.3
Treading Water,"[18, 35]",2013,en,5.6
Savage Grace,[18],2007,en,5.7
Out of the Blue,[18],2006,en,5.9
Police Academy,"[35, 80]",1984,en,6.5
The Blue Lagoon,"[10749, 12, 18]",1980,en,5.8
Four Weddings and a Funeral,"[35, 18, 10749]",1994,en,6.6
Fast Times at Ridgemont High,[35],1982,en,7.0
Moby Dick,"[12, 18]",1956,en,6.9
25th Hour,"[80, 18]",2002,en,7.2
Bound,"[80, 18, 10749, 53]",1996,en,6.9
Requiem for a Dream,"[80, 18]",2000,en,7.9
State Fair,"[10402, 10749]",1945,en,6.2
Tango,"[18, 10769, 10749]",1998,es,6.8
Salvador,[18],1986,en,7.0
Moms' Night Out,[35],2014,en,5.5
Donnie Darko,"[14, 18, 9648]",2001,en,7.7
Saving Private Perez,"[28, 35, 10769]",2011,en,6.1
Character,"[18, 10769, 36]",1997,nl,7.7
Spun,"[35, 80, 18]",2002,en,6.6
Life During Wartime,"[35, 18]",2009,en,6.3
Sympathy for Lady Vengeance,"[18, 53]",2005,ko,7.4
Mozart's Sister,[18],2010,fr,6.2
Mean Machine,"[35, 18]",2001,en,6.0
Exiled,"[28, 80, 53]",2006,cn,7.0
Blackthorn,"[12, 28, 37]",2011,en,6.6
Lilya 4-ever,"[80, 18]",2002,sv,7.7
After.Life,"[18, 27, 9648, 53]",2010,en,5.4
Fugly,"[35, 18, 53]",2014,en,5.3
One Flew Over the Cuckoo's Nest,[18],1975,en,8.2
R.L. Stine's Monsterville: The Cabinet of Souls,"[35, 27]",2015,en,6.9
Silent Movie,[35],1976,en,6.7
Airlift,"[53, 28, 18, 36]",2016,hi,7.3
Anne of Green Gables,"[18, 10751]",1985,en,8.2
Falcon Rising,"[12, 28]",2014,en,5.5
The Sweeney,"[28, 18, 80]",2012,en,5.7
Sexy Beast,"[80, 18, 53]",2000,en,7.0
Easy Money,"[18, 53, 80]",2010,sv,6.5
Whale Rider,"[18, 10751]",2003,en,7.1
Paa,"[18, 10751, 10769]",2009,en,6.6
Cargo,"[53, 9648, 878]",2009,de,5.9
High School Musical,"[35, 18, 10751, 10402, 10770]",2006,en,6.1
Love and Death on Long Island,"[18, 10749, 10769]",1997,en,6.9
Night Watch,"[14, 28, 53]",2004,ru,6.3
The Crying Game,"[10749, 80, 18, 53]",1992,en,6.9
Porky's,[35],1981,en,6.1
Survival of the Dead,"[27, 878]",2010,en,4.6
Night of the Living Dead,[27],1968,en,7.5
Lost in Translation,[18],2003,en,7.3
Annie Hall,"[35, 18, 10749]",1977,en,7.8
The Greatest Show on Earth,"[28, 18, 10749]",1952,en,6.6
Monster's Ball,"[18, 10749]",2001,en,6.5
Maggie,[27],2015,en,5.2
Leaving Las Vegas,"[18, 10749]",1995,en,7.1
Hansel and Gretel Get Baked,"[27, 35]",2013,en,4.8
The Front Page,"[10749, 18, 35]",1974,en,6.9
The Boy Next Door,[53],2015,en,4.1
Trapeze,[18],1956,en,6.4
The Kids Are All Right,"[35, 18]",2010,en,6.5
They Live,"[28, 27, 878, 53]",1988,en,7.1
The Great Escape,"[12, 18, 36, 53, 10752]",1963,en,7.8
What the #$*! Do We (K)now!?,[99],2004,en,5.8
The Last Exorcism Part II,"[27, 53]",2013,en,4.4
Boyhood,[18],2014,en,7.5
Scoop,"[35, 9648]",2006,en,6.4
The Wash,"[28, 35]",2001,en,5.3
3 Strikes,"[28, 35, 10749]",2000,en,5.9
The Cooler,"[18, 10749]",2003,en,6.7
The Misfits,"[18, 28, 10749]",1961,en,6.8
The Night Listener,"[18, 53]",2006,en,5.5
The Jerky Boys,"[35, 80]",1995,en,4.8
The Orphanage,"[27, 18, 53]",2007,es,7.1
A Haunted House 2,"[35, 27]",2014,en,5.4
The Rules of Attraction,"[35, 18, 10749]",2002,en,6.3
Topaz,"[28, 18, 9648, 53]",1969,en,6.1
Let's Go to Prison,"[35, 80]",2006,en,5.5
Four Rooms,"[80, 35]",1995,en,6.5
Secretary,"[35, 18, 10749]",2002,en,6.7
The Real Cancun,[99],2003,en,3.3
Talk Radio,[18],1988,en,6.7
Waiting for Guffman,"[10402, 35]",1996,en,7.3
Love Stinks,"[35, 10749]",1999,en,5.4
You Kill Me,"[35, 80, 53, 10749]",2007,en,6.2
Thumbsucker,"[35, 18]",2005,en,6.1
Red State,"[27, 28, 53]",2011,en,5.9
Mirrormask,[14],2005,en,6.6
Samsara,"[18, 99]",2011,en,8.0
The Barbarians,"[14, 12]",1987,en,5.1
The Art of Getting By,"[18, 10749]",2011,en,6.5
Zipper,"[53, 18]",2015,en,5.5
Poolhall Junkies,"[35, 18, 53]",2002,en,6.5
The Loss of Sexual Innocence,[18],1999,en,5.2
Holy Motors,"[18, 14]",2012,en,6.9
Joe,[18],2014,en,6.5
Shooting Fish,"[80, 35, 10749]",1997,en,7.0
Prison,"[80, 18, 27, 53]",1988,en,6.7
Psycho Beach Party,[35],2000,en,6.0
The Big Tease,"[35, 10769]",1999,en,5.8
"Guten Tag, Ramón",[18],2013,en,8.1
Trust,"[80, 18, 53]",2010,en,6.6
An Everlasting Piece,"[35, 80]",2000,en,6.0
Among Giants,"[35, 10749]",1998,en,4.5
Adore,[18],2013,en,6.1
The Velocity of Gary,"[18, 10749]",1999,en,4.2
Mondays in the Sun,[18],2002,es,7.1
Stake Land,"[18, 27, 28, 53, 878]",2010,en,6.2
The Last Time I Committed Suicide,[18],1997,en,6.7
Futuro Beach,[18],2014,pt,6.4
Another Happy Day,"[35, 18]",2011,en,6.2
A Lonely Place to Die,"[12, 28, 53, 80]",2011,en,6.2
Nothing,"[35, 14, 878]",2003,en,5.8
The Geographer Drank His Globe Away,[18],2013,ru,7.3
1776,"[18, 35, 36, 10402]",1972,en,7.1
Inescapable,"[53, 10749]",2012,en,5.2
Hell's Angels,"[28, 18, 36]",1930,en,6.1
Purple Violets,"[35, 18, 10749]",2007,en,5.7
The Veil,[27],2016,en,4.5
The Loved Ones,[27],2009,en,6.6
The Helpers,[27],2012,en,4.1
How to Fall in Love,"[35, 10749, 10770]",2012,en,5.2
The Perfect Wave,"[10749, 12, 18]",2014,en,4.4
A Man for All Seasons,"[18, 36]",1966,en,7.5
Network,[18],1976,en,7.7
Gone with the Wind,"[18, 10749, 10752]",1939,en,7.7
Desert Dancer,[18],2014,en,6.5
Major Dundee,"[10752, 37]",1965,en,6.2
Annie Get Your Gun,"[28, 35, 10402, 10749, 37]",1950,en,7.3
Four Lions,"[35, 80, 18]",2010,en,7.0
The House of Sand,[18],2005,pt,6.7
Defendor,"[18, 28, 35, 80]",2009,en,6.5
The Pirate,"[10402, 10749]",1948,en,6.6
The Good Heart,"[18, 35, 10749]",2009,en,6.0
The History Boys,"[35, 18]",2006,en,6.6
Midnight Cowboy,[18],1969,en,7.4
The Full Monty,[35],1997,en,6.8
Airplane!,[35],1980,en,7.1
Chain of Command,"[53, 12, 28]",2015,en,5.3
Friday,[35],1995,en,7.0
Menace II Society,"[18, 28, 80]",1993,en,7.2
Creepshow 2,[27],1987,en,5.9
The Ballad of Cable Hogue,"[28, 35, 37]",1970,en,6.9
In Cold Blood,"[80, 18]",1967,en,7.4
The Nun's Story,[18],1959,en,7.4
Harper,"[28, 18, 53, 80, 9648]",1966,en,6.2
Frenzy,"[80, 18, 9648, 53]",1972,en,7.1
The Witch,"[9648, 27]",2016,en,6.3
I Got the Hook Up,"[28, 35]",1998,en,5.4
She's the One,"[35, 10749]",1996,en,5.7
Gods and Monsters,[18],1998,en,6.8
The Secret in Their Eyes,"[80, 18, 9648, 10749]",2009,es,7.8
Train,"[27, 53]",2008,en,4.8
Evil Dead II,"[27, 35, 14]",1987,en,7.6
Pootie Tang,"[28, 35]",2001,en,5.4
Sharknado,"[10770, 27]",2013,en,3.8
The Other Conquest,"[18, 10769]",1999,es,5.4
Troll Hunter,"[14, 27]",2010,nb,6.7
Ira & Abby,"[35, 10749]",2006,en,5.8
Winter Passing,"[35, 18]",2006,en,6.7
D.E.B.S.,[28],2004,en,5.6
The Masked Saint,"[80, 28]",2016,en,2.9
The Betrayed,"[80, 18, 9648, 53]",2008,en,5.2
Taxman,"[28, 80, 35, 53]",1999,en,2.0
The Secret,[18],2016,en,0.0
2:13,"[27, 53, 9648]",2009,en,4.6
"Batman: The Dark Knight Returns, Part 2","[28, 16]",2013,en,7.9
Time to Choose,[99],2015,en,0.0
In the Name of the King III,"[28, 12, 18, 14]",2013,en,3.3
Wicked Blood,"[28, 18, 53]",2014,en,5.3
Stranded,[18],2015,en,5.0
Lords of London,"[80, 9648, 53]",2014,en,3.6
High Anxiety,"[35, 10402]",1977,en,6.5
March of the Penguins,"[99, 10751]",2005,fr,6.9
Margin Call,"[53, 18]",2011,en,6.7
August,[18],2011,en,6.2
Choke,"[35, 18]",2008,en,6.0
Whiplash,[18],2014,en,8.3
City of God,"[18, 80]",2002,pt,8.1
Human Traffic,"[35, 18]",1999,en,6.8
To Write Love on Her Arms,"[18, 10402]",2015,en,6.8
The Dead Girl,"[9648, 18, 80, 53]",2006,en,6.4
The Hunt,[18],2012,da,7.9
A Christmas Story,"[35, 10751]",1983,en,7.4
Bella,"[18, 10749]",2006,en,6.7
Class of 1984,"[28, 18, 27, 80, 53]",1982,en,6.2
The Opposite Sex,[35],2014,en,4.1
Dreaming of Joseph Lees,"[10749, 18]",1999,en,8.0
The Class,[18],2008,fr,6.8
Rosemary's Baby,"[27, 18, 9648]",1968,en,7.5
The Man Who Shot Liberty Valance,[37],1962,en,7.4
Adam,"[18, 10749]",2009,en,6.9
Maria Full of Grace,"[18, 53, 80]",2004,es,6.9
Beginners,"[18, 10749, 35]",2010,en,6.8
Feast,"[28, 35, 27]",2005,en,6.1
Animal House,[35],1978,en,7.0
Goldfinger,"[12, 28, 53]",1964,en,7.2
Antiviral,"[878, 27]",2012,en,5.7
It's a Wonderful Life,"[18, 10751, 14]",1946,en,8.0
Trainspotting,"[18, 80]",1996,en,7.8
The Original Kings of Comedy,[35],2000,en,6.3
Paranormal Activity 2,"[27, 53]",2010,en,5.7
Waking Ned,"[35, 10749]",1998,en,7.4
Bowling for Columbine,[99],2002,en,7.3
Coming Home,[18],2014,zh,6.9
A Nightmare on Elm Street Part 2: Freddy's Revenge,[27],1985,en,5.7
A Room with a View,"[18, 10749]",1985,en,6.9
The Purge,"[878, 27, 53]",2013,en,6.0
Sinister,"[27, 53, 9648]",2012,en,6.7
Martin Lawrence Live: Runteldat,[35],2002,en,5.0
Cat on a Hot Tin Roof,"[18, 10749]",1958,en,7.6
Beneath the Planet of the Apes,"[12, 878, 9648]",1970,en,6.2
Air Bud,"[35, 10751, 18]",1997,en,5.3
Pokémon: Spell of the Unknown,"[12, 14, 16, 28, 10751]",2000,ja,5.9
Friday the 13th Part VI: Jason Lives,"[27, 9648, 53]",1986,en,5.7
The Bridge on the River Kwai,"[18, 36, 10752]",1957,en,7.7
Spaced Invaders,"[35, 10751, 878]",1990,en,4.7
Family Plot,"[35, 80, 53]",1976,en,6.7
The Apartment,"[35, 18, 10749]",1960,en,8.1
Jason Goes to Hell: The Final Friday,"[14, 27, 53]",1993,en,4.2
Torn Curtain,"[9648, 53]",1966,en,6.4
Dave Chappelle's Block Party,"[35, 99, 10402]",2005,en,6.4
Slow West,"[10749, 53, 37]",2015,en,6.6
Krush Groove,"[18, 10402, 10749]",1985,en,7.0
Next Day Air,"[28, 35, 80]",2009,en,5.3
Elmer Gantry,[18],1960,en,7.3
Judgment at Nuremberg,"[18, 36]",1961,en,7.6
Trippin',"[35, 10749]",1999,en,4.5
Red River,[37],1948,en,7.3
Phat Girlz,"[35, 10749]",2006,en,3.7
Before Midnight,"[10749, 18]",2013,en,7.4
Teen Wolf Too,"[35, 14, 10751]",1987,en,3.8
Phantasm II,"[28, 27, 878, 53]",1988,en,6.3
Woman Thou Art Loosed,[18],2004,en,5.0
Real Women Have Curves,"[35, 18]",2002,en,5.8
Water,"[18, 10769, 10749]",2005,en,6.8
East Is East,[35],1999,en,6.5
Whipped,"[35, 10749]",2000,en,3.1
Kama Sutra - A Tale of Love,"[18, 36, 10749]",1996,en,5.7
Please Give,"[35, 18]",2010,en,6.0
Willy Wonka & the Chocolate Factory,"[10751, 14]",1971,en,7.4
Warlock: The Armageddon,"[14, 27, 878]",1993,en,5.2
8 Heads in a Duffel Bag,"[35, 80]",1997,en,5.4
Days of Heaven,"[18, 10749]",1978,en,7.6
Thirteen Conversations About One Thing,[18],2001,en,6.4
Jawbreaker,[35],1999,en,5.9
Basquiat,"[18, 36]",1996,en,6.6
Frances Ha,"[35, 18]",2013,en,7.2
Tsotsi,"[80, 18]",2005,af,6.9
Happiness,"[35, 18]",1998,en,7.4
DysFunktional Family,"[35, 99]",2003,en,6.1
Tusk,"[35, 27]",2014,en,5.1
Oldboy,"[18, 53, 9648, 28]",2003,ko,8.0
Letters to God,"[28, 18, 10751, 53]",2010,en,6.5
Hobo with a Shotgun,"[28, 35, 53]",2011,en,5.7
Compadres,"[28, 35]",2016,es,5.2
Freeway,"[35, 18, 53]",1996,en,6.5
Love's Abiding Joy,"[10770, 28, 18, 10751]",2006,en,5.8
Fish Tank,[18],2009,en,6.9
Damsels in Distress,"[35, 10749]",2012,en,5.6
Creature,"[27, 878, 53]",1998,en,4.0
Bachelorette,"[35, 10749]",2012,en,5.3
Brave New Girl,"[18, 10402, 10751]",2004,en,3.7
Tim and Eric's Billion Dollar Movie,[35],2012,en,5.2
Summer Storm,"[35, 18]",2004,de,6.7
Fort McCoy,"[10752, 18, 36]",2014,en,6.3
Chain Letter,"[27, 53]",2010,en,3.9
Just Looking,"[18, 35]",1999,en,5.8
The Divide,[878],2011,en,5.7
The Eclipse,"[18, 27, 10749]",2009,en,6.1
Demonic,"[53, 27]",2015,en,4.9
My Big Fat Independent Movie,[35],2005,en,3.0
The Deported,"[35, 10751]",2010,en,0.0
Tanner Hall,[18],2009,en,5.4
Open Road,"[28, 18, 53]",2013,en,5.2
They Came Together,[35],2014,en,5.3
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,[35],2013,en,2.9
Never Back Down 2: The Beatdown,"[18, 28]",2011,en,5.8
Point Blank,"[28, 80, 18, 53]",1967,en,7.1
Four Single Fathers,"[18, 35]",2009,en,0.0
Enter the Dangerous Mind,[53],2013,en,4.8
Something Wicked,"[9648, 53]",2014,en,4.6
AWOL-72,[53],2015,en,2.8
Iguana,[],1988,en,6.0
Chicago Overcoat,"[28, 80, 53]",2009,en,6.1
Barry Munday,"[35, 18, 10749]",2010,en,6.3
Central Station,[18],1998,pt,7.6
Pocketful of Miracles,"[35, 18]",1961,en,7.3
Close Range,"[80, 28]",2015,en,4.9
Boynton Beach Club,"[35, 18, 10749]",2005,en,6.8
Amnesiac,"[53, 9648, 18, 27]",2015,en,4.1
Freakonomics,[99],2010,en,6.6
High Tension,"[27, 53, 9648]",2003,fr,6.6
Griff the Invisible,"[10749, 35, 18]",2011,en,6.1
Unnatural,"[53, 28, 27]",2015,en,4.3
Hustle & Flow,[18],2005,en,6.9
Some Like It Hot,"[35, 10749]",1959,en,8.0
Friday the 13th Part VII: The New Blood,"[27, 53]",1988,en,5.3
The Wizard of Oz,"[12, 10751, 14]",1939,en,7.4
Young Frankenstein,"[35, 878]",1974,en,7.7
Diary of the Dead,"[27, 28, 878]",2007,en,5.4
Lage Raho Munna Bhai,"[35, 18, 10749]",2006,en,7.6
Ulee's Gold,[18],1997,en,6.5
The Black Stallion,"[12, 10751]",1979,en,7.0
Sardaarji,[],2015,en,9.5
Journey to Saturn,"[28, 12, 16, 35, 878]",2008,en,4.9
Donovan's Reef,"[12, 35, 10749]",1963,en,6.0
The Dress,"[35, 18]",1996,nl,7.0
A Guy Named Joe,"[18, 10749, 10752]",1944,en,6.0
Blazing Saddles,"[37, 35]",1974,en,7.2
Friday the 13th: The Final Chapter,"[27, 53]",1984,en,5.9
Ida,[18],2013,pl,7.1
Maurice,"[18, 10749]",1987,en,7.1
Beer League,[35],2006,en,5.3
Riding Giants,[99],2004,en,7.6
Timecrimes,"[878, 53]",2007,es,7.0
Silver Medalist,"[28, 12, 35, 18, 10769]",2009,zh,7.4
Timber Falls,"[27, 53]",2007,en,5.2
Singin' in the Rain,"[35, 10402, 10749]",1952,en,7.8
"Fat, Sick & Nearly Dead",[99],2010,en,7.1
A Haunted House,"[35, 27]",2013,en,5.4
2016: Obama's America,[99],2012,en,4.6
That Thing You Do!,"[35, 18]",1996,en,6.8
Halloween III: Season of the Witch,"[27, 9648, 878]",1982,en,5.0
Escape from the Planet of the Apes,"[28, 878]",1971,en,6.3
Hud,"[28, 18, 37]",1963,en,7.5
Kevin Hart: Let Me Explain,"[35, 99]",2013,en,7.1
My Own Private Idaho,"[18, 10749]",1991,en,7.1
Garden State,"[35, 18, 10749]",2004,en,7.1
Before Sunrise,"[18, 10749]",1995,en,7.7
Evil Words,"[27, 9648, 53]",2003,fr,6.9
Jesus' Son,"[35, 18, 10749]",1999,en,6.7
Saving Face,"[35, 10749]",2004,en,6.8
Brick Lane,[18],2007,en,5.2
Robot & Frank,"[878, 35, 18, 80]",2012,en,6.8
My Life Without Me,"[18, 10749]",2003,en,7.2
The Spectacular Now,"[35, 18, 10749]",2013,en,6.8
Religulous,"[35, 99]",2008,en,7.2
Fuel,"[99, 18]",2008,en,7.0
Valley of the Heart's Delight,[18],2006,en,7.0
Eye of the Dolphin,[18],2007,en,7.1
8: The Mormon Proposition,[99],2010,en,5.5
The Other End of the Line,"[35, 10749]",2008,en,6.1
Anatomy,"[27, 53]",2000,de,6.1
Sleep Dealer,"[18, 878, 53]",2008,en,6.0
Super,"[35, 28, 18]",2010,en,6.6
Christmas Mail,"[35, 10751]",2010,en,5.0
Stung,"[35, 27]",2015,de,4.9
Antibirth,[27],2016,en,4.8
Get on the Bus,[18],1996,en,7.0
Thr3e,"[18, 27, 53]",2006,en,4.8
Idiocracy,"[12, 35, 878]",2006,en,6.3
The Rise of the Krays,[80],2015,en,4.5
This Is England,"[18, 80]",2006,en,7.4
U.F.O.,"[28, 12, 878]",2012,en,3.1
Bathing Beauty,"[35, 10402]",1944,en,7.0
Go for It!,"[18, 10751]",2011,en,4.6
"Dancer, Texas Pop. 81","[35, 18, 10751]",1998,en,10.0
Show Boat,"[10402, 10749]",1951,en,6.9
Redemption Road,[18],2011,en,4.7
The Calling,[53],2014,en,5.6
The Brave Little Toaster,"[14, 12, 16, 35, 10751, 10402]",1987,en,6.7
Fantasia,"[16, 10751, 10402]",1940,en,7.2
8 Days,"[53, 18]",2014,en,0.0
Friday the 13th Part III,"[27, 53]",1982,en,5.7
Friday the 13th: A New Beginning,"[27, 53]",1985,en,5.1
The Last Sin Eater,[18],2007,en,6.2
Do You Believe?,"[14, 18]",2015,en,6.6
Impact Point,"[53, 10749]",2008,en,5.7
The Valley of Decision,[18],1945,en,5.8
Eden,"[53, 18]",2015,en,5.6
Chicken Tikka Masala,"[35, 10749, 10769]",2005,en,3.5
There's Always Woodstock,"[10749, 35, 10402]",2014,en,5.4
Jack Brooks: Monster Slayer,"[28, 35, 27]",2007,en,5.7
The Best Years of Our Lives,"[18, 36, 10749]",1946,en,7.6
Bully,"[80, 18]",2001,en,6.7
Elling,"[35, 18]",2001,en,7.0
Mi America,"[18, 80]",2015,en,0.0
[REC],"[27, 9648]",2007,es,7.1
Lies in Plain Sight,"[18, 9648, 53]",2010,en,4.5
Sharkskin,[],2015,en,0.0
Containment,"[53, 27, 878]",2015,en,5.1
The Timber,"[12, 18, 37]",2015,de,4.1
From Russia with Love,"[28, 53, 12]",1963,en,6.9
The Toxic Avenger Part II,"[35, 27, 28]",1989,en,5.3
Sleeper,"[35, 10749, 878]",1973,en,7.0
It Follows,"[27, 53]",2015,en,6.6
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,[35],1972,en,6.6
To Kill a Mockingbird,"[80, 18]",1962,en,8.0
Mad Max 2: The Road Warrior,"[12, 28, 53, 878]",1981,en,7.3
The Legend of Drunken Master,"[28, 35]",1994,cn,7.2
Boys Don't Cry,"[80, 18]",1999,en,7.2
Silent House,"[27, 9648]",2011,en,5.2
The Lives of Others,"[18, 53]",2006,de,7.9
Courageous,[18],2011,en,6.8
The Hustler,[18],1961,en,7.6
Boom Town,"[12, 18, 10749]",1940,en,6.5
The Triplets of Belleville,"[12, 16, 35, 18]",2003,fr,7.3
Smoke Signals,"[18, 35]",1998,en,6.6
American Splendor,"[35, 18]",2003,en,7.1
Before Sunset,"[18, 10749]",2004,en,7.6
Amores perros,"[18, 53]",2000,es,7.6
Thirteen,"[80, 18]",2003,en,6.7
Gentleman's Agreement,"[18, 10749]",1947,en,6.8
Winter's Bone,[18],2010,en,6.8
Touching the Void,"[99, 28, 12]",2003,en,7.6
Alexander's Ragtime Band,"[18, 10402, 10749]",1938,en,4.8
Me and You and Everyone We Know,"[35, 18]",2005,en,7.0
Inside Job,[99],2010,en,7.7
We Are Your Friends,"[18, 10402, 10749]",2015,en,6.3
Ghost Dog: The Way of the Samurai,"[80, 18]",1999,en,7.2
Harsh Times,"[80, 18, 53, 28]",2005,en,6.3
Captive,"[80, 18, 53]",2015,en,5.6
Full Frontal,"[35, 18, 10749]",2002,en,4.8
Witchboard,[27],1986,en,5.9
Shortbus,"[10749, 18, 35]",2006,en,6.3
Waltz with Bashir,"[18, 16, 10752]",2008,he,7.8
"The Book of Mormon Movie, Volume 1: The Journey",[],2003,en,5.0
No End in Sight,[99],2007,en,7.2
The Diary of a Teenage Girl,"[18, 10749]",2015,en,6.8
In the Shadow of the Moon,[99],2007,en,7.6
Meek's Cutoff,"[18, 37]",2010,en,6.5
Inside Deep Throat,"[36, 99]",2005,en,6.8
Dinner Rush,"[18, 28, 53]",2000,en,7.1
Clockwatchers,"[35, 18]",1997,en,5.6
The Virginity Hit,[35],2010,en,4.6
Subway,"[28, 53]",1985,fr,6.3
House of D,"[35, 18]",2005,en,6.1
Teeth,"[35, 27]",2007,en,5.2
Six-String Samurai,"[28, 12, 878]",1998,en,5.8
Hum To Mohabbat Karega,[],2000,en,0.0
It's All Gone Pete Tong,"[18, 35, 10402]",2004,en,7.1
Saint John of Las Vegas,[35],2009,en,5.9
24 7: Twenty Four Seven,"[35, 18, 10749]",1997,en,6.3
Stonewall,[18],2015,en,5.2
Roadside Romeo,"[16, 10751, 10769]",2008,en,6.7
This Thing of Ours,"[18, 28, 53]",2005,en,5.0
The Lost Medallion: The Adventures of Billy Stone,"[12, 10751]",2013,en,5.6
The Last Five Years,"[35, 18, 10402, 10749]",2014,en,5.5
The Missing Person,"[35, 18, 9648, 53]",2009,en,6.4
Return of the Living Dead 3,"[35, 878, 10749, 27]",1993,en,5.9
London,"[18, 28, 10749]",2005,en,6.1
Sherrybaby,[18],2006,en,6.3
Circle,"[27, 878]",2015,en,6.0
Eden Lake,"[27, 53]",2008,en,6.7
Plush,[53],2013,en,5.4
Lesbian Vampire Killers,"[27, 35]",2009,en,5.3
Gangster's Paradise: Jerusalema,"[18, 28, 80, 10769]",2008,en,6.8
Freeze Frame,"[53, 18, 80]",2004,en,6.9
Grave Encounters,"[53, 27]",2011,en,6.1
Stitches,[27],2012,en,5.5
Nine Dead,"[80, 18, 27, 53]",2010,en,5.2
"To Be Frank, Sinatra at 100",[99],2015,en,0.0
Bananas,[35],1971,en,6.7
Supercapitalist,[53],2012,en,3.5
Rockaway,"[28, 12, 18]",2007,en,5.8
The Lady from Shanghai,"[80, 18, 9648]",1947,en,7.2
No Man's Land: The Rise of Reeker,"[27, 53]",2008,en,4.4
Highway,"[28, 12, 18]",2002,en,5.6
Small Apartments,"[35, 80]",2012,en,5.7
Coffee Town,[35],2013,en,6.7
The Ghastly Love of Johnny X,"[35, 14, 10402]",2013,en,6.6
All Is Bright,"[35, 18]",2013,en,5.3
The Torture Chamber of Dr. Sadism,"[9648, 27, 36]",1967,de,6.3
Straight A's,"[35, 18]",2013,en,5.2
A Funny Thing Happened on the Way to the Forum,"[35, 10402]",1966,en,6.1
Slacker Uprising,[99],2007,en,5.9
The Legend of Hell's Gate: An American Conspiracy,"[28, 12, 36, 37]",2011,en,3.9
The Walking Deceased,"[878, 35]",2015,en,4.2
The Curse of Downers Grove,"[53, 9648, 27, 18]",2015,en,4.4
Shark Lake,[53],2015,en,4.4
River's Edge,"[80, 18]",1986,en,6.7
Northfork,"[14, 18, 878]",2003,en,6.7
The Marine 4: Moving Target,"[53, 28]",2015,en,5.8
Buried,"[18, 53, 9648]",2010,en,6.6
Submarine,"[18, 35, 10749]",2011,en,7.4
The Square,"[99, 18, 36]",2013,ar,7.8
One to Another,[18],2006,fr,5.8
ABCD (Any Body Can Dance),"[18, 10402]",2013,hi,5.6
Man on Wire,"[53, 99, 80, 36]",2008,en,7.5
Abandoned,"[18, 53]",2015,en,5.8
Brotherly Love,[18],2015,en,6.9
The Last Exorcism,"[27, 18, 53]",2010,en,5.6
Nowhere Boy,[18],2009,en,7.2
A Streetcar Named Desire,[18],1951,en,7.6
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"[18, 35, 10752]",1964,en,8.0
The Crime of Padre Amaro,"[18, 10749]",2002,es,6.2
Beasts of the Southern Wild,"[18, 14]",2012,en,6.8
Battle for the Planet of the Apes,"[28, 878]",1973,en,5.5
Songcatcher,"[18, 10402]",2001,en,5.6
Higher Ground,"[18, 53]",2011,en,5.3
Vaalu,"[35, 10749]",2015,ta,6.7
The Greatest Movie Ever Sold,"[35, 99]",2011,en,6.4
Ed and His Dead Mother,[35],1993,en,5.5
Travellers and Magicians,"[12, 18, 10769]",2003,en,6.8
Hang 'em High,[37],1968,en,6.7
Deadline - U.S.A.,"[80, 18]",1952,en,6.9
Sublime,"[27, 53]",2007,en,5.3
